mimic_code,mimic_display,target_system,target_code,target_display,comment,codesearch_query,codesearch_query_2,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning,codesearch_loinc_status,codesearch_loinc_target,codesearch_loinc_display,codesearch_loinc_confidence,codesearch_snomed_status,codesearch_snomed_target,codesearch_snomed_display,codesearch_snomed_confidence,observed_shape,loinc_scale_typ,scale_note
226329,Blood Temperature CCO (C),http://loinc.org,60834-9,Blood temperature,,Blood Temperature CCO (C),,60834-9,Blood temperature,0.90,ok,FSN matches blood temperature; CCO/C unspecified,ok,60834-9,Blood temperature,0.90,,,,,Qn,Qn,
226429,ETT Type (Intubation),http://loinc.org,33443-3,Type of Intubation tube,,ETT Type (Intubation),,33443-3,Type of Intubation tube,0.90,ok,FSN matches ETT type/intubation tube type,ok,33443-3,Type of Intubation tube,0.90,,,,,,Nom,
226430,Complications (Intubation),,,,"LOINC: no match for 'Complications (Intubation)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Complications (Intubation)' within <<363787002.",Complications (Intubation),,,,,no-match,,no-match,,,,no-match,,,,,,
226431,Verification of (Intubation),,,,"LOINC: proposed 71576-3 |Airway device placement confirmation method| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Verification of (Intubation)' within <<363787002.",Verification of (Intubation),,71576-3,Airway device placement confirmation method,0.70,below-threshold,Verification of intubation ≈ confirmation of airway device placement,below-threshold,71576-3,Airway device placement confirmation method,0.70,no-match,,,,,,
226432,Drugs (Intubation),,,,"LOINC: no match for 'Drugs (Intubation)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Drugs (Intubation)' within <<363787002.",Drugs (Intubation),,,,,no-match,,no-match,,,,no-match,,,,,,
226439,Complications (PACEN),http://loinc.org,19817-6,Complications,,Complications (PACEN),,19817-6,Complications,0.85,ok,FSN 'Complications' matches input; PACEN is study context,ok,19817-6,Complications,0.85,,,,,,Nom,
226443,Complications (LP),http://loinc.org,19817-6,Complications,,Complications (LP),,19817-6,Complications,0.85,ok,FSN 'Complications' matches input meaning,ok,19817-6,Complications,0.85,,,,,,Nom,
226457,Ultrafiltrate Output,http://loinc.org,99741-1,Ultrafiltrate volume removed,,Ultrafiltrate Output,,99741-1,Ultrafiltrate volume removed,0.85,ok,Closest match to Ultrafiltrate Output,ok,99741-1,Ultrafiltrate volume removed,0.85,,,,,Qn,Qn,
226473,Blood Transfusion Consent,,,,"LOINC: proposed 89428-7 |Blood or blood product transfusion consent Document| at 0.85, which passed the constraint but LOINC SCALE_TYP=Doc, i.e. a document type, which is not a legal Observation.code for a single flowsheet value. SNOMED CT: no match for 'Blood Transfusion Consent' within <<363787002.",Blood Transfusion Consent,,89428-7,Blood or blood product transfusion consent Document,0.85,scale-mismatch,,scale-mismatch,89428-7,Blood or blood product transfusion consent Document,0.85,no-match,,,,Qn,Doc,"LOINC SCALE_TYP=Doc, i.e. a document type, which is not a legal Observation.code for a single flowsheet value"
226479,Ectopy Type 2,,,,"LOINC: proposed 76281-5 |Type of arrhythmia on EKG| at 0.75, below the 0.8 threshold. SNOMED CT: no match for ""Ectopy Type 2 (recorded values: PVC's, None, PAC's, Vent. Bigeminy, Vent. Trigeminy, Atrial Bigeminy, PNC's, Fusion Beats, Nod/Junc Escape, V Quadrigenimy, Vent. Escape, Nodal Bigeminy)"" within <<363787002.",Ectopy Type 2,"Ectopy Type 2 (recorded values: PVC's, None, PAC's, Vent. Bigeminy, Vent. Trigeminy, Atrial Bigeminy, PNC's, Fusion Beats, Nod/Junc Escape, V Quadrigenimy, Vent. Escape, Nodal Bigeminy)",76281-5,Type of arrhythmia on EKG,0.75,below-threshold,Nominal type-of-arrhythmia observation; closest to ectopy type,below-threshold,76281-5,Type of arrhythmia on EKG,0.75,no-match,,,,NomOrd,,
226480,Ectopy Frequency 2,,,,"LOINC: no match for 'Ectopy Frequency 2 (recorded values: Occasional, Rare, Frequent, None, Runs Vtach)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Ectopy Frequency 2 (recorded values: Occasional, Rare, Frequent, None, Runs Vtach)' within <<363787002.",Ectopy Frequency 2,"Ectopy Frequency 2 (recorded values: Occasional, Rare, Frequent, None, Runs Vtach)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
226499,Hemodialysis Output,http://loinc.org,99739-5,Hemodialysis fluid removed [Volume],,Hemodialysis Output,,99739-5,Hemodialysis fluid removed [Volume],0.85,ok,Hemodialysis output = fluid removed volume,ok,99739-5,Hemodialysis fluid removed [Volume],0.85,,,,,Qn,Qn,
226504,Phenytoin (Free),http://loinc.org,3969-3,Phenytoin Free [Mass/volume] in Serum or Plasma,,Phenytoin (Free),,3969-3,Phenytoin Free [Mass/volume] in Serum or Plasma,0.85,ok,Standard free phenytoin test; specimen not stated in input,ok,3969-3,Phenytoin Free [Mass/volume] in Serum or Plasma,0.85,,,,,Qn,Qn,
226512,Admission Weight (Kg),http://loinc.org,29463-7,Body weight,,Admission Weight (Kg),,29463-7,Body weight,0.85,ok,Admission weight is body weight measured at admission; base concept Body weight,ok,29463-7,Body weight,0.85,,,,,Qn,Qn,
226523,Barrier precautions in place (A-Line),,,,"LOINC: no match for 'Barrier precautions in place (A-Line)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Barrier precautions in place (A-Line)' within <<363787002.",Barrier precautions in place (A-Line),,,,,no-match,,no-match,,,,no-match,,,,,,
226524,Complications (A-Line),,,,"LOINC: no match for 'Complications (A-Line)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Complications (A-Line)' within <<363787002.",Complications (A-Line),,,,,no-match,,no-match,,,,no-match,,,,,,
226525,Indications (A-Line),,,,"LOINC: no match for 'Indications (A-Line)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 303727009 |Arterial catheter| at 0.80 but that code is not a member of <<363787002.",Indications (A-Line),,,,,no-match,,no-match,,,,out-of-constraint,303727009,Arterial catheter,0.80,,,
226526,Patient identified correctly (A-Line),,,,"LOINC: proposed 81681-9 |Verified two types of patient identification| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Patient identified correctly (A-Line)' within <<363787002.",Patient identified correctly (A-Line),,81681-9,Verified two types of patient identification,0.70,below-threshold,Closest match to patient identified correctly; adds 'two types' specifier,below-threshold,81681-9,Verified two types of patient identification,0.70,no-match,,,,,,
226527,Timeout performed by (A-Line),,,,"LOINC: no match for 'Timeout performed by (A-Line)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Timeout performed by (A-Line)' within <<363787002.",Timeout performed by (A-Line),,,,,no-match,,no-match,,,,no-match,,,,,,
226528,Verification of (A-Line),,,,"LOINC: no match for 'Verification of (A-Line)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Verification of (A-Line)' within <<363787002.",Verification of (A-Line),,,,,no-match,,no-match,,,,no-match,,,,,,
226531,Admission Weight (lbs.),http://loinc.org,29463-7,Body weight,,Admission Weight (lbs.),,29463-7,Body weight,0.85,ok,Admission is context qualifier; body weight captures meaning,ok,29463-7,Body weight,0.85,,,,,Qn,Qn,
226534,Sodium (whole blood),http://loinc.org,2947-0,Sodium [Moles/volume] in Blood,,Sodium (whole blood),,2947-0,Sodium [Moles/volume] in Blood,0.95,ok,FSN matches sodium in blood,ok,2947-0,Sodium [Moles/volume] in Blood,0.95,,,,,Qn,Qn,
226535,ZPotassium (whole blood),http://loinc.org,75940-7,Potassium [Mass/volume] in Blood,,ZPotassium (whole blood),,75940-7,Potassium [Mass/volume] in Blood,0.85,ok,Potassium in whole blood; FSN matches analyte+specimen,ok,75940-7,Potassium [Mass/volume] in Blood,0.85,,,,,,Qn,
226536,Chloride (whole blood),http://loinc.org,2069-3,Chloride [Moles/volume] in Blood,,Chloride (whole blood),,2069-3,Chloride [Moles/volume] in Blood,0.95,ok,FSN matches chloride in whole blood,ok,2069-3,Chloride [Moles/volume] in Blood,0.95,,,,,Qn,Qn,
226537,Glucose (whole blood),http://loinc.org,2339-0,Glucose [Mass/volume] in Blood,,Glucose (whole blood),,2339-0,Glucose [Mass/volume] in Blood,0.85,ok,Glucose in whole blood; standard mass/volume blood glucose test,ok,2339-0,Glucose [Mass/volume] in Blood,0.85,,,,,Qn,Qn,
226540,Hematocrit (whole blood - calc),http://loinc.org,20570-8,Hematocrit [Volume Fraction] of Blood by calculation,,Hematocrit (whole blood - calc),,20570-8,Hematocrit [Volume Fraction] of Blood by calculation,0.95,ok,"FSN matches: hematocrit, whole blood, calculated",ok,20570-8,Hematocrit [Volume Fraction] of Blood by calculation,0.95,,,,,Qn,Qn,
226541,ScvO2 Central Venous O2% Sat,http://loinc.org,97549-0,Oxygen saturation in Central venous blood,,ScvO2 Central Venous O2% Sat,,97549-0,Oxygen saturation in Central venous blood,0.95,ok,ScvO2 is central venous oxygen saturation; FSN matches,ok,97549-0,Oxygen saturation in Central venous blood,0.95,,,,,Qn,Qn,
226545,Race,http://loinc.org,32624-9,Race,,Race,,32624-9,Race,1.00,ok,,ok,32624-9,Race,1.00,,,,,,Nom,
226707,Height,http://loinc.org,8302-2,Body height,,Height,,8302-2,Body height,0.95,ok,FSN matches input exactly; general body height,ok,8302-2,Body height,0.95,,,,,Qn,Qn,
226730,Height (cm),http://loinc.org,8302-2,Body height,,Height (cm),,8302-2,Body height,0.85,ok,FSN matches input exactly; general body height,ok,8302-2,Body height,0.85,,,,,Qn,Qn,
226732,O2 Delivery Device(s),http://loinc.org,107117-4,Method of oxygen delivery,,O2 Delivery Device(s),"O2 Delivery Device(s) (recorded values: Endotracheal tube, Nasal cannula, None, Tracheostomy tube, Aerosol-cool, Face tent, Trach mask, High flow nasal cannula, Bipap mask, High flow neb, Non-rebreather, CPAP mask)",107117-4,Method of oxygen delivery,0.85,ok,Captures type of O2 delivery device observation,ok,107117-4,Method of oxygen delivery,0.85,no-match,,,,NomOrd,Nom,
226737,AaDO2ApacheIIValue,http://snomed.info/sct,251890007,Alveolar-arterial oxygen tension difference,,AaDO2ApacheIIValue,,251890007,Alveolar-arterial oxygen tension difference,0.85,ok,AaDO2 matches alveolar-arterial oxygen tension difference,below-threshold,19991-9,Alveolar-arterial oxygen Partial pressure difference,0.70,ok,251890007,Alveolar-arterial oxygen tension difference,0.85,Qn,,
226738,AgeApacheIIScore,,,,"LOINC: proposed 9264-3 |Apache II score| at 0.60, below the 0.8 threshold. SNOMED CT: proposed 781140005 |Acute Physiology and Chronic Health Evaluation II score| at 0.75, below the 0.8 threshold.",AgeApacheIIScore,,9264-3,Apache II score,0.60,below-threshold,No specific age-component code; closest broader match is Apache II score,below-threshold,9264-3,Apache II score,0.60,below-threshold,781140005,Acute Physiology and Chronic Health Evaluation II score,0.75,Qn,,
226739,AgeApacheIIValue,,,,"LOINC: proposed 9264-3 |Apache II score| at 0.70, below the 0.8 threshold. SNOMED CT: proposed 781140005 |Acute Physiology and Chronic Health Evaluation II score| at 0.70, below the 0.8 threshold.",AgeApacheIIValue,,9264-3,Apache II score,0.70,below-threshold,Age component of Apache II; closest coded concept is Apache II score,below-threshold,9264-3,Apache II score,0.70,below-threshold,781140005,Acute Physiology and Chronic Health Evaluation II score,0.70,Qn,,
226740,APACHE II Diagnosistic weight factors - Medical,,,,"LOINC: proposed 9264-3 |Apache II score| at 0.70, below the 0.8 threshold. SNOMED CT: proposed 781140005 |Acute Physiology and Chronic Health Evaluation II score| at 0.70, below the 0.8 threshold.",APACHE II Diagnosistic weight factors - Medical,,9264-3,Apache II score,0.70,below-threshold,Closest match to APACHE II diagnostic weight factors,below-threshold,9264-3,Apache II score,0.70,below-threshold,781140005,Acute Physiology and Chronic Health Evaluation II score,0.70,,,
226741,APACHE II Diagnosistic weight factors - Surgical emergency,http://loinc.org,9264-3,Apache II score,,APACHE II Diagnosistic weight factors - Surgical emergency,,9264-3,Apache II score,0.80,ok,APACHE II score captures the input concept,ok,9264-3,Apache II score,0.80,,,,,,Ord,
226742,APACHE II Diagnosistic weight factors - Surgical,,,,"LOINC: proposed 9264-3 |Apache II score| at 0.70, below the 0.8 threshold. SNOMED CT: proposed 781140005 |Acute Physiology and Chronic Health Evaluation II score| at 0.70, below the 0.8 threshold.",APACHE II Diagnosistic weight factors - Surgical,,9264-3,Apache II score,0.70,below-threshold,Closest match; input is a subcomponent of APACHE II scoring,below-threshold,9264-3,Apache II score,0.70,below-threshold,781140005,Acute Physiology and Chronic Health Evaluation II score,0.70,,,
226743,APACHE II,http://loinc.org,9264-3,Apache II score,,APACHE II,,9264-3,Apache II score,0.85,ok,,ok,9264-3,Apache II score,0.85,,,,,Qn,Ord,LOINC SCALE_TYP=Ord but MIMIC records Qn data — a representation mismatch rather than a wrong target
226744,APACHE II PDR - Adjusted,http://loinc.org,9264-3,Apache II score,,APACHE II PDR - Adjusted,,9264-3,Apache II score,0.85,ok,Apache II score matches; PDR/Adjusted are non-coded qualifiers,ok,9264-3,Apache II score,0.85,,,,,Qn,Ord,LOINC SCALE_TYP=Ord but MIMIC records Qn data — a representation mismatch rather than a wrong target
226745,APACHE II Predecited Death Rate,http://snomed.info/sct,278299007,Acute physiology and chronic health evaluation risk of hospital death score,,APACHE II Predecited Death Rate,,278299007,Acute physiology and chronic health evaluation risk of hospital death score,0.80,ok,APACHE risk of death score; broader than APACHE II but captures predicted death rate,below-threshold,9264-3,Apache II score,0.60,ok,278299007,Acute physiology and chronic health evaluation risk of hospital death score,0.80,Qn,,
226746,ApacheII chronic health,http://loinc.org,9264-3,Apache II score,,ApacheII chronic health,,9264-3,Apache II score,0.85,ok,Apache II = Acute Physiology and Chronic Health Evaluation score,ok,9264-3,Apache II score,0.85,,,,,,Ord,
226747,APACHEII-Chronic health points,http://snomed.info/sct,781140005,Acute Physiology and Chronic Health Evaluation II score,,APACHEII-Chronic health points,,781140005,Acute Physiology and Chronic Health Evaluation II score,0.80,ok,APACHE II score matches; chronic health points is a component of it,below-threshold,9264-3,Apache II score,0.70,ok,781140005,Acute Physiology and Chronic Health Evaluation II score,0.80,,,
226748,APACHEII-Renal failure,http://loinc.org,45678-0,Renal failure [Minimum Data Set],,APACHEII-Renal failure,,45678-0,Renal failure,0.85,ok,FSN matches renal failure finding; APACHEII is context qualifier,ok,45678-0,Renal failure,0.85,,,,,Qn,Ord,LOINC SCALE_TYP=Ord but MIMIC records Qn data — a representation mismatch rather than a wrong target
226749,ChpApacheIIScore,http://loinc.org,9264-3,Apache II score,,ChpApacheIIScore,,9264-3,Apache II score,0.85,ok,FSN matches Apache II score,ok,9264-3,Apache II score,0.85,,,,,Qn,Ord,LOINC SCALE_TYP=Ord but MIMIC records Qn data — a representation mismatch rather than a wrong target
226750,Chronic Dilaysis,http://snomed.info/sct,364671000,Dialysis observable,,Chronic Dilaysis,,364671000,Dialysis observable,0.85,ok,Dialysis observable matches; 'chronic' is unstated qualifier,no-match,,,,ok,364671000,Dialysis observable,0.85,,,
226751,CreatinineApacheIIScore,http://loinc.org,9264-3,Apache II score,,CreatinineApacheIIScore,,9264-3,Apache II score,0.85,ok,Primary concept is the APACHE II score,ok,9264-3,Apache II score,0.85,,,,,Qn,Ord,LOINC SCALE_TYP=Ord but MIMIC records Qn data — a representation mismatch rather than a wrong target
226752,CreatinineApacheIIValue,,,,"LOINC: proposed 9264-3 |Apache II score| at 0.50, below the 0.8 threshold. SNOMED CT: proposed 781140005 |Acute Physiology and Chronic Health Evaluation II score| at 0.70, below the 0.8 threshold.",CreatinineApacheIIValue,,9264-3,Apache II score,0.50,below-threshold,No dedicated creatinine Apache II value code; Apache II score is closest,below-threshold,9264-3,Apache II score,0.50,below-threshold,781140005,Acute Physiology and Chronic Health Evaluation II score,0.70,Qn,,
226753,DswfApacheScore,http://snomed.info/sct,278299007,Acute physiology and chronic health evaluation risk of hospital death score,,DswfApacheScore,,278299007,Acute physiology and chronic health evaluation risk of hospital death score,0.80,ok,Generic APACHE score; no version specified,no-match,,,,ok,278299007,Acute physiology and chronic health evaluation risk of hospital death score,0.80,Qn,,
226754,FiO2ApacheIIValue,http://snomed.info/sct,250774007,Inspired oxygen concentration,,FiO2ApacheIIValue,,250774007,Inspired oxygen concentration,0.85,ok,FiO2 maps to inspired oxygen concentration,no-match,,,,ok,250774007,Inspired oxygen concentration,0.85,Qn,,
